Lunar Terrain Model
Lat: 31.5927 deg;Lng: 29.1079 deg;Elev: -2547 m;Azimuth: -87.00 deg
Distance in meters;Elevation in meters
-33863.280000;242.641851
-33893.760000;243.961397
-33924.240000;245.010203
-33954.720000;245.693238
-33985.200000;246.362532
-34015.680000;247.024424
-34046.160000;247.699007
-34076.640000;248.207465
-34107.120000;248.666968
-34137.600000;249.126464
-34168.080000;249.585952
-34198.560000;250.012566
-34229.040000;250.210367
-34259.520000;250.395490
-34290.000000;250.316467
-34320.480000;250.186134
-34350.960000;249.931669
-34381.440000;249.531102
-34411.920000;249.084986
-34442.400000;248.378273
-34472.880000;247.658905
-34503.360000;246.664114
-34533.840000;245.590096
-34564.320000;245.634345
-34594.800000;246.819596
-34625.280000;248.395226
-34655.760000;251.755761
-34686.240000;255.128921
-34716.720000;258.822466
-34747.200000;262.594549
-34777.680000;266.195326
-34808.160000;269.633599
-34838.640000;272.998879
-34869.120000;276.032330
-34899.600000;279.078368
-34930.080000;282.136985
-34960.560000;285.208178
-34991.040000;288.062493
-35021.520000;290.730350
-35052.000000;293.401220
-35082.480000;296.083660
-35112.960000;298.766074
-35143.440000;301.080875
-35173.920000;303.365315
-35204.400000;305.870584
-35234.880000;308.524898
-35265.360000;311.083177
-35295.840000;313.388541
-35326.320000;315.706430
-35356.800000;317.977825
-35387.280000;320.244583
-35417.760000;322.301127
-35448.240000;324.224474
-35478.720000;326.136299
-35509.200000;327.987493
-35539.680000;329.838653
-35570.160000;331.689779
-35600.640000;333.540870
-35631.120000;335.657821
-35661.600000;337.938861
-35692.080000;340.345794
-35722.560000;343.056784
-35753.040000;345.767740
-35783.520000;347.353050
-35814.000000;348.875754
-35844.480000;350.267995
-35874.960000;351.566141
-35905.440000;352.746674
-35935.920000;353.724830
-35966.400000;354.678011
-35996.880000;353.669350
-36027.360000;352.630411
-36057.840000;349.003546
-36088.320000;344.069461
-36118.800000;339.561521
-36149.280000;335.892568
-36179.760000;332.233293
-36210.240000;330.068697
-36240.720000;327.904103
-36271.200000;325.023889
-36301.680000;321.831291
-36332.160000;318.555134
-36362.640000;315.114933
-36393.120000;311.707572
-36423.600000;309.127416
-36454.080000;306.547259
-36484.560000;304.159475
-36515.040000;301.827950
-36545.520000;299.495769
-36576.000000;297.202839
-36606.480000;294.909342
-36636.960000;292.418287
-36667.440000;289.914832
-36697.920000;286.947478
-36728.400000;283.827685
-36758.880000;280.687762
-36789.360000;277.522366
-36819.840000;274.472520
-36850.320000;272.396783
-36880.800000;270.308663
-36911.280000;269.152278
-36941.760000;268.292214
-36972.240000;267.432149
-37002.720000;266.572083
-37033.200000;265.712017
-37063.680000;264.851949
-37094.160000;263.991881
-37124.640000;263.131813
-37155.120000;262.271743
-37185.600000;261.411673
-37216.080000;260.551602
-37246.560000;259.691530
-37277.040000;258.831458
-37307.520000;257.971385
-37338.000000;256.794830
-37368.480000;255.554128
-37398.960000;254.508807
-37429.440000;253.663052
-37459.920000;252.749745
-37490.400000;251.473942
-37520.880000;250.198134
-37551.360000;249.569976
-37581.840000;249.061604
-37612.320000;248.806104
-37642.800000;248.806104
-37673.280000;248.728277
-37703.760000;248.298236
-37734.240000;247.868195
-37764.720000;247.544578
-37795.200000;247.250310
-37825.680000;246.823382
-37856.160000;246.261558
-37886.640000;245.748499
-37917.120000;245.474770
-37947.600000;245.213300
-37978.080000;244.816917
-38008.560000;244.401118
-38039.040000;243.885792
-38069.520000;243.280899
-38100.000000;242.806104
-38130.480000;242.806104
-38160.960000;242.806104
-38191.440000;242.426304
-38221.920000;241.982691
-38252.400000;241.274482
-38282.880000;240.385965
-38313.360000;239.497456
-38343.840000;238.608954
-38374.320000;237.720459
-38404.800000;237.066594
-38435.280000;236.442810
-38465.760000;236.090251
-38496.240000;235.920928
-38526.720000;235.686985
-38557.200000;235.256934
-38587.680000;234.826882
-38618.160000;234.396830
-38648.640000;233.966777
-38679.120000;233.536724
-38709.600000;233.106671
-38740.080000;232.676618
-38770.560000;232.246564
-38801.040000;231.816509
-38831.520000;231.386455
-38862.000000;230.956400
-38892.480000;230.526344
-38922.960000;230.096289
-38953.440000;229.666233
-38983.920000;229.236176
-39014.400000;228.806119
-39044.880000;228.376062
-39075.360000;227.946005
-39105.840000;227.515947
-39136.320000;227.085889
-39166.800000;226.655830
-39197.280000;226.225771
-39227.760000;225.795712
-39258.240000;225.365652
-39288.720000;224.935592
-39319.200000;224.517670
-39349.680000;224.101680
-39380.160000;223.679215
-39410.640000;223.237587
-39441.120000;222.765893
-39471.600000;221.941523
-39502.080000;221.129238
-39532.560000;220.052412
-39563.040000;218.892173
-39593.520000;218.198296
-39624.000000;218.172342
-39654.480000;218.129096
-39684.960000;218.000819
-39715.440000;217.848410
-39745.920000;217.028968
-39776.400000;215.968192
-39806.880000;215.012316
-39837.360000;214.234578
-39867.840000;213.583004
-39898.320000;213.999071
-39928.800000;214.415142
-39959.280000;214.601132
-39989.760000;214.729751
-40020.240000;214.806104
-40050.720000;214.806104
-40081.200000;214.772840
-40111.680000;214.505512
-40142.160000;214.250198
-40172.640000;214.210748
-40203.120000;214.224709
-40233.600000;214.238666
-40264.080000;214.252618
-40294.560000;214.203875
-40325.040000;213.787747
-40355.520000;213.371616
-40386.000000;213.662913
-40416.480000;214.130704
-40446.960000;214.609604
-40477.440000;215.081453
-40507.920000;215.708191
-40538.400000;217.104058
-40568.880000;218.523848
-40599.360000;220.985349
-40629.840000;223.635329
-40660.320000;226.342322
-40690.800000;229.120139
-40721.280000;232.034432
-40751.760000;235.431176
-40782.240000;238.839839
-40812.720000;242.033781
-40843.200000;245.227942
-40873.680000;247.779157
-40904.160000;249.761210
-40934.640000;251.707025
-40965.120000;253.532632
-40995.600000;255.310523
-41026.080000;255.027470
-41056.560000;254.525899
-41087.040000;253.444921
-41117.520000;251.902656
-41148.000000;250.348456
-41178.480000;248.782327
-41208.960000;247.204273
-41239.440000;245.966291
-41269.920000;244.758974
-41300.400000;243.827682
-41330.880000;243.075962
-41361.360000;242.196912
-41391.840000;240.991307
-41422.320000;239.773810
-41452.800000;239.350750
-41483.280000;238.974692
-41513.760000;238.581719
-41544.240000;238.176874
-41574.720000;237.765549
-41605.200000;237.363019
-41635.680000;236.960481
-41666.160000;236.974222
-41696.640000;237.001755
-41727.120000;237.029280
-41757.600000;237.056797
-41788.080000;237.220949
-41818.560000;237.678539
-41849.040000;238.136123
-41879.520000;238.516709
-41910.000000;238.884939
-41940.480000;239.588104
-41970.960000;240.462017
-42001.440000;241.370577
-42031.920000;242.353596
-42062.400000;243.355870
-42092.880000;244.792571
-42123.360000;246.241059
-42153.840000;247.727665
-42184.320000;249.207835
-42214.800000;250.453205
-42245.280000;251.327088
-42275.760000;252.128514
-42306.240000;251.282012
-42336.720000;250.435505
-42367.200000;249.588993
-42397.680000;248.742476
-42428.160000;248.064547
-42458.640000;247.648118
-42489.120000;247.260470
-42519.600000;247.274130
-42550.080000;247.287785
-42580.560000;247.620516
-42611.040000;248.064262
-42641.520000;248.687281
-42672.000000;249.561119
-42702.480000;250.474428
-42732.960000;251.778359
-42763.440000;253.082288
-42793.920000;254.850938
-42824.400000;256.750616
-42854.880000;258.873400
-42885.360000;261.298159
-42915.840000;263.820411
-42946.320000;266.990780
-42976.800000;270.149448
-43007.280000;271.253492
-43037.760000;271.808156
-43068.240000;270.688015
-43098.720000;267.663703
-43129.200000;264.501774
-43159.680000;260.512261
-43190.160000;256.534423
-43220.640000;252.996355
-43251.120000;249.555509
-43281.600000;246.496976
-43312.080000;243.842552
-43342.560000;241.283225
-43373.040000;239.146238
-43403.520000;237.009246
-43434.000000;235.234213
-43464.480000;233.527318
-43494.960000;231.376052
-43525.440000;228.808928
-43555.920000;225.912198
-43586.400000;221.624624
-43616.880000;217.337042
-43647.360000;213.060395
-43677.840000;208.774578
-43708.320000;204.709544
-43738.800000;200.838543
-43769.280000;197.058416
-43799.760000;193.599854
-43830.240000;190.129685
-43860.720000;186.697870
-43891.200000;183.282466
-43921.680000;180.099947
-43952.160000;177.089152
-43982.640000;174.273908
-44013.120000;172.064949
-44043.600000;169.844409
-44074.080000;168.526624
-44104.560000;167.302482
-44135.040000;166.758679
-44165.520000;166.669336
-44196.000000;166.592900
-44226.480000;166.579462
-44256.960000;166.566028
-44287.440000;166.250177
-44317.920000;165.926884
-44348.400000;165.806104
-44378.880000;165.806104
-44409.360000;165.719090
-44439.840000;165.428549
-44470.320000;165.149540
-44500.800000;165.009004
-44531.280000;164.861641
-44561.760000;164.633260
-44592.240000;164.373547
-44622.720000;164.207076
-44653.200000;164.220459
-44683.680000;164.233837
-44714.160000;164.485747
-44744.640000;164.728053
-44775.120000;165.093151
-44805.600000;165.523274
-44836.080000;165.951796
-44866.560000;166.392667
-44897.040000;166.856186
-44927.520000;167.313004
-44958.000000;167.769814
-44988.480000;168.132444
-45018.960000;168.482399
-45049.440000;167.750058
-45079.920000;165.171214
-45110.400000;162.654291
-45140.880000;159.558266
-45171.360000;156.542367
-45201.840000;154.555396
-45232.320000;152.962274
-45262.800000;150.750828
-45293.280000;147.546462
-45323.760000;144.261250
-45354.240000;140.318792
-45384.720000;136.364829
-45415.200000;131.520939
-45445.680000;126.352187
-45476.160000;120.800596
-45506.640000;114.725774
-45537.120000;108.660273
-45567.600000;102.890334
-45598.080000;97.108932
-45628.560000;95.336285
-45659.040000;94.752091
-45689.520000;97.364778
-45720.000000;103.998198
-45750.480000;110.773663
-45780.960000;118.674644
-45811.440000;126.564213
-45841.920000;134.055166
-45872.400000;141.454712
-45902.880000;148.074588
-45933.360000;153.794312
-45963.840000;159.439674
-45994.320000;164.706973
-46024.800000;170.000127
-46055.280000;174.931249
-46085.760000;179.773357
-46116.240000;184.189584
-46146.720000;188.179520
-46177.200000;192.175152
-46207.680000;196.205385
-46238.160000;200.246920
-46268.640000;203.572795
-46299.120000;206.776641
-46329.600000;209.064454
-46360.080000;210.499640
-46390.560000;211.569951
-46421.040000;211.124201
-46451.520000;210.655784
-46482.000000;209.198627
-46512.480000;207.596324
-46542.960000;206.173257
-46573.440000;204.890640
-46603.920000;203.621647
-46634.400000;202.436215
-46664.880000;201.250751
-46695.360000;200.450718
-46725.840000;199.695332
-46756.320000;198.855456
-46786.800000;197.969892
-46817.280000;196.894747
-46847.760000;195.193896
-46878.240000;193.515530
-46908.720000;190.682782
-46939.200000;187.718492
-46969.680000;184.273464
-47000.160000;180.519832
-47030.640000;177.000305
-47061.120000;174.106892
-47091.600000;171.213441
-47122.080000;171.184659
-47152.560000;171.293065
-47183.040000;171.783720
-47213.520000;172.506333
-47244.000000;173.089583
-47274.480000;173.359553
-47304.960000;173.618283
-47335.440000;173.865780
-47365.920000;174.102047
-47396.400000;174.216249
-47426.880000;174.268336
-47457.360000;174.232926
-47487.840000;174.007188
-47518.320000;173.770243
-47548.800000;173.092462
-47579.280000;172.402962
-47609.760000;171.613433
-47640.240000;170.779113
-47670.720000;169.902652
-47701.200000;168.955231
-47731.680000;168.003224
-47762.160000;166.425266
-47792.640000;164.836133
-47823.120000;163.170953
-47853.600000;161.476259
-47884.080000;159.520052
-47914.560000;157.112803
-47945.040000;154.676168
-47975.520000;152.095220
-48006.000000;149.514270
-48036.480000;147.596547
-48066.960000;145.920008
-48097.440000;144.888004
-48127.920000;144.840294
-48158.400000;144.806104
-48188.880000;144.806104
-48219.360000;144.806104
-48249.840000;145.786960
-48280.320000;147.082494
-48310.800000;148.548932
-48341.280000;150.267098
-48371.760000;151.955061
-48402.240000;153.258444
-48432.720000;154.561824
-48463.200000;155.827790
-48493.680000;157.063339
-48524.160000;157.919116
-48554.640000;158.336406
-48585.120000;158.692743
-48615.600000;158.627413
-48646.080000;158.551020
-48676.560000;158.118032
-48707.040000;157.589364
-48737.520000;157.220161
-48768.000000;157.017520
-48798.480000;156.964411
-48828.960000;157.851851
-48859.440000;158.750354
-48889.920000;157.162978
-48920.400000;155.072415
-48950.880000;152.284996
-48981.360000;148.805187
-49011.840000;145.192854
-49042.320000;140.982783
-49072.800000;136.783740
-49103.280000;132.724002
-49133.760000;128.676569
-49164.240000;124.322004
-49194.720000;119.711264
-49225.200000;115.133354
-49255.680000;110.637338
-49286.160000;106.130332
-49316.640000;101.390637
-49347.120000;96.620421
-49377.600000;91.716300
-49408.080000;86.714054
-49438.560000;81.776054
-49469.040000;77.018628
-49499.520000;72.261206
-49530.000000;67.306886
-49560.480000;62.321999
-49590.960000;57.458996
-49621.440000;52.688856
-49651.920000;47.857067
-49682.400000;42.841117
-49712.880000;37.814229
-49743.360000;32.851585
-49773.840000;27.904527
-49804.320000;22.906066
-49834.800000;17.860890
-49865.280000;12.804793
-49895.760000;7.737780
-49926.240000;2.659855
-49956.720000;-1.603411
-49987.200000;-5.842783
-50017.680000;-9.000484
-50048.160000;-11.540921
-50078.640000;-11.929527
-50109.120000;-7.501440
-50139.600000;-3.051524
-50170.080000;3.964486
-50200.560000;11.039122
-50231.040000;18.477817
-50261.520000;26.104684
-50292.000000;33.861442
-50322.480000;41.870942
-50352.960000;49.902993
-50383.440000;58.016248
-50413.920000;66.140379
-50444.400000;73.388301
-50474.880000;80.243613
-50505.360000;86.825645
-50535.840000;92.904648
-50566.320000;99.053902
-50596.800000;107.240044
-50627.280000;115.426188
-50657.760000;124.832131
-50688.240000;134.736864
-50718.720000;144.820039
-50749.200000;155.142891
-50779.680000;165.527375
-50810.160000;176.712267
-50840.640000;187.897167
-50871.120000;199.738260
-50901.600000;211.819415
-50932.080000;224.268758
-50962.560000;237.231925
-50993.040000;250.240602
-51023.520000;263.601612
-51054.000000;276.962624
-51084.480000;289.005089
-51114.960000;300.645340
-51145.440000;308.650956
-51175.920000;312.101521
-51206.400000;316.029564
-51236.880000;323.154945
-51267.360000;330.247981
-51297.840000;338.412487
-51328.320000;346.843113
-51358.800000;355.559145
-51389.280000;364.618237
-51419.760000;373.800846
-51450.240000;383.720324
-51480.720000;393.639802
-51511.200000;404.501936
-51541.680000;415.562577
-51572.160000;427.112326
-51602.640000;439.170304
-51633.120000;451.374548
-51663.600000;464.292931
-51694.080000;477.211320
-51724.560000;489.188381
-51755.040000;501.003296
-51785.520000;509.691271
-51816.000000;515.504838
-51846.480000;520.574930
-51876.960000;522.558203
-51907.440000;524.530764
-51937.920000;527.617962
-51968.400000;530.859713
-51998.880000;534.685194
-52029.360000;538.999626
-52059.840000;543.731652
-52090.320000;549.899444
-52120.800000;556.035201
-52151.280000;563.525015
-52181.760000;571.149590
-52212.240000;579.150599
-52242.720000;587.433912
-52273.200000;594.798789
-52303.680000;599.448972
-52334.160000;604.131142
-52364.640000;603.534482
-52395.120000;602.518786
-52425.600000;600.973131
-52456.080000;599.052981
-52486.560000;597.401883
-52517.040000;596.504391
-52547.520000;595.606911
-52578.000000;595.937601
-52608.480000;596.330764
-52638.960000;597.475060
-52669.440000;599.074579
-52699.920000;601.000625
-52730.400000;603.685805
-52760.880000;606.413423
-52791.360000;607.985892
-52821.840000;609.563614
-52852.320000;608.860683
-52882.800000;606.912330
-52913.280000;605.014309
-52943.760000;603.279901
-52974.240000;601.562027
-53004.720000;601.080770
-53035.200000;600.631231
-53065.680000;600.798861
-53096.160000;601.273135
-53126.640000;602.229802
-53157.120000;604.054944
-53187.600000;605.945912
-53218.080000;608.295528
-53248.560000;610.697858
-53279.040000;614.279698
-53309.520000;618.317850
-53340.000000;622.653154
-53370.480000;627.473416
-53400.960000;632.291673
-53431.440000;637.568537
-53461.920000;642.834824
-53492.400000;648.090540
-53522.880000;653.335688
-53553.360000;657.567026
-53583.840000;660.355762
-53614.320000;663.178615
-53644.800000;666.254888
-53675.280000;669.320610
-53705.760000;678.126503
-53736.240000;688.712858
-53766.720000;700.018438
-53797.200000;712.262651
-53827.680000;724.427254
-53858.160000;736.178292
-53888.640000;747.897875
-53919.120000;757.315778
-53949.600000;766.098888
-53980.080000;773.993708
-54010.560000;780.877247
-54041.040000;787.721860
-54071.520000;794.330655
-54102.000000;800.949913
-54132.480000;807.795439
-54162.960000;814.691149
-54193.440000;821.797640
-54223.920000;829.123575
-54254.400000;836.409093
-54284.880000;843.496980
-54315.360000;850.595302
-54345.840000;858.065954
-54376.320000;865.615354
-54406.800000;872.952824
-54437.280000;880.092833
-54467.760000;887.243251
-54498.240000;894.404073
-54528.720000;901.575294
-54559.200000;907.843249
-54589.680000;913.992489
-54620.160000;919.460705
-54650.640000;924.360814
-54681.120000;928.771215
-54711.600000;931.360817
-54742.080000;933.929613
-54772.560000;943.163236
-54803.040000;953.150166
-54833.520000;965.558116
-54864.000000;979.803919
-54894.480000;993.486502
-54924.960000;1005.452697
-54955.440000;1017.429247
-54985.920000;1028.402663
-55016.400000;1039.320627
-55046.880000;1048.281040
-55077.360000;1055.892677
-55107.840000;1063.510570
-55138.320000;1071.172863
-55168.800000;1078.804124
-55199.280000;1087.550393
-55229.760000;1096.337252
-55260.240000;1105.595519
-55290.720000;1115.137104
-55321.200000;1124.668371
-55351.680000;1134.189326
-55382.160000;1143.699973
-55412.640000;1153.994324
-55443.120000;1164.308000
-55473.600000;1174.341261
-55504.080000;1184.224723
-55534.560000;1192.998310
-55565.040000;1199.479080
-55595.520000;1205.939329
-55626.000000;1212.389935
-55656.480000;1218.809705
-55686.960000;1224.029832
-55717.440000;1228.635442
-55747.920000;1233.239594
-55778.400000;1237.840931
-55808.880000;1242.454155
-55839.360000;1247.435571
-55869.840000;1252.396515
-55900.320000;1257.640757
-55930.800000;1262.991026
-55961.280000;1268.631976
-55991.760000;1274.749293
-56022.240000;1280.792901
-56052.720000;1286.110704
-56083.200000;1291.418347
-56113.680000;1295.980698
-56144.160000;1300.247657
-56174.640000;1304.231894
-56205.120000;1307.842721
-56235.600000;1311.336618
-56266.080000;1313.559824
-56296.560000;1315.772906
-56327.040000;1316.421336
-56357.520000;1316.578795
-56388.000000;1316.736345
-56418.480000;1316.893987
-56448.960000;1317.080194
-56479.440000;1317.503852
-56509.920000;1317.947978
-56540.400000;1320.333552
-56570.880000;1323.248432
-56601.360000;1325.105961
-56631.840000;1325.729965
-56662.320000;1326.294183
-56692.800000;1326.488098
-56723.280000;1326.682093
-56753.760000;1326.670720
-56784.240000;1326.621978
-56814.720000;1326.913296
-56845.200000;1327.549656
-56875.680000;1328.186091
-56906.160000;1328.822603
-56936.640000;1329.459190
-56967.120000;1330.460693
-56997.600000;1331.511960
-57028.080000;1332.658960
-57058.560000;1333.901344
-57089.040000;1335.088368
-57119.520000;1336.070727
-57150.000000;1337.032942
-57180.480000;1335.415224
-57210.960000;1333.412230
-57241.440000;1330.425596
-57271.920000;1326.642277
-57302.400000;1322.865392
-57332.880000;1319.022166
-57363.360000;1315.189113
-57393.840000;1311.111112
-57424.320000;1307.004385
-57454.800000;1302.988677
-57485.280000;1299.056749
-57515.760000;1294.993654
-57546.240000;1290.480389
-57576.720000;1285.967192
-57607.200000;1280.158799
-57637.680000;1274.254099
-57668.160000;1267.645204
-57698.640000;1260.562419
-57729.120000;1253.336017
-57759.600000;1245.739075
-57790.080000;1238.152240
-57820.560000;1229.828235
-57851.040000;1221.466651
-57881.520000;1213.064125
-57912.000000;1204.645491
-57942.480000;1195.992638
-57972.960000;1186.782414
-58003.440000;1177.572244
-58033.920000;1167.519480
-58064.400000;1157.448893
-58094.880000;1147.076693
-58125.360000;1136.553978
-58155.840000;1125.769975
-58186.320000;1114.434026
-58216.800000;1103.090954
-58247.280000;1092.160156
-58277.760000;1081.229411
-58308.240000;1071.509742
-58338.720000;1062.348103
-58369.200000;1054.260168
-58399.680000;1048.065926
-58430.160000;1041.854315
-58460.640000;1035.709827
-58491.120000;1029.575354
-58521.600000;1023.728278
-58552.080000;1017.995921
-58582.560000;1012.097531
-58613.040000;1005.934994
-58643.520000;999.795427
-58674.000000;993.998404
-58704.480000;988.191482
-58734.960000;982.112194
-58765.440000;975.938327
-58795.920000;969.621469
-58826.400000;963.108855
-58856.880000;956.627825
-58887.360000;950.365937
-58917.840000;944.094173
-58948.320000;937.650414
-58978.800000;931.164576
-59009.280000;924.446296
-59039.760000;917.423826
-59070.240000;910.401399
-59100.720000;903.379014
-59131.200000;896.356673
-59161.680000;888.879090
-59192.160000;881.273820
-59222.640000;873.658709
-59253.120000;866.033761
-59283.600000;858.384074
-59314.080000;850.647789
-59344.560000;842.921425
-59375.040000;835.204979
-59405.520000;827.498444
-59436.000000;819.588160
-59466.480000;811.471159
-59496.960000;803.295698
-59527.440000;794.790588
-59557.920000;786.275667
-59588.400000;777.566565
-59618.880000;768.823804
-59649.360000;759.972301
-59679.840000;751.029627
-59710.320000;742.050255
-59740.800000;732.888804
-59771.280000;723.727391
-59801.760000;714.566015
-59832.240000;705.404677
-59862.720000;696.147813
-59893.200000;686.821055
-59923.680000;677.541368
-59954.160000;668.391572
-59984.640000;659.241810
-60015.120000;649.703150
-60045.600000;640.123174
-60076.080000;630.792725
-60106.560000;621.643097
-60137.040000;612.460502
-60167.520000;603.188059
-60198.000000;593.925426
-60228.480000;584.484794
-60258.960000;575.021326
-60289.440000;565.548123
-60319.920000;556.065190
-60350.400000;546.450498
-60380.880000;536.517836
-60411.360000;526.575458
-60441.840000;517.036256
-60472.320000;507.504748
-60502.800000;498.739129
-60533.280000;490.416591
-60563.760000;483.951538
-60594.240000;481.598755
-60624.720000;479.255750
-60655.200000;477.301855
-60685.680000;475.372213
-60716.160000;473.200747
-60746.640000;470.908094
-60777.120000;468.488217
-60807.600000;465.804959
-60838.080000;463.115389
-60868.560000;460.013972
-60899.040000;456.902890
-60929.520000;454.076249
-60960.000000;451.390704
-60990.480000;448.706127
-61020.960000;446.023107
-61051.440000;443.339388
-61081.920000;440.634453
-61112.400000;437.919879
-61142.880000;435.505172
-61173.360000;433.201623
-61203.840000;430.888450
-61234.320000;428.565657
-61264.800000;426.290970
-61295.280000;424.753596
-61325.760000;423.196969
-61356.240000;421.991402
-61386.720000;420.900262
-61417.200000;420.678508
-61447.680000;421.637927
-61478.160000;422.782595
-61508.640000;425.784058
-61539.120000;428.804844
-61569.600000;432.151845
-61600.080000;435.641255
-61630.560000;436.854426
-61661.040000;435.231892
-61691.520000;433.480599
-61722.000000;430.959117
-61752.480000;428.418472
-61782.960000;426.523917
-61813.440000;424.799023
-61843.920000;423.290044
-61874.400000;422.014727
-61904.880000;420.882777
-61935.360000;420.487315
-61965.840000;420.101474
-61996.320000;419.725251
-62026.800000;419.358640
-62057.280000;419.219997
-62087.760000;419.302894
-62118.240000;419.440349
-62148.720000;419.781796
-62179.200000;420.123274
-62209.680000;420.438079
-62240.160000;420.766307
-62270.640000;421.232094
-62301.120000;421.812363
-62331.600000;422.400690
-62362.080000;422.981421
-62392.560000;423.552641
-62423.040000;424.352876
-62453.520000;425.200755
-62484.000000;426.036837
-62514.480000;426.853208
-62544.960000;427.566404
-62575.440000;427.952503
-62605.920000;428.338619
-62636.400000;429.118856
-62666.880000;429.935309
-62697.360000;430.751778
-62727.840000;431.568264
-62758.320000;432.345901
-62788.800000;433.023420
-62819.280000;433.710439
-62849.760000;434.530428
-62880.240000;435.358007
-62910.720000;435.918738
-62941.200000;436.316035
-62971.680000;436.746478
-63002.160000;437.249512
-63032.640000;437.743100
-63063.120000;438.132291
-63093.600000;438.518665
-63124.080000;438.905055
-63154.560000;439.291461
-63185.040000;439.563803
-63215.520000;439.592442
-63246.000000;439.611620
-63276.480000;439.556820
-63306.960000;439.502041
-63337.440000;439.230770
-63367.920000;438.840283
-63398.400000;438.566651
-63428.880000;438.529462
-63459.360000;438.507770
-63489.840000;439.312444
-63520.320000;440.107746
-63550.800000;443.001652
-63581.280000;446.776190
-63611.760000;450.873884
-63642.240000;455.502769
-63672.720000;460.116446
-63703.200000;464.329675
-63733.680000;468.534719
-63764.160000;470.515177
-63794.640000;471.670603
-63825.120000;473.176119
-63855.600000;475.207968
-63886.080000;477.384717
-63916.560000;481.103484
-63947.040000;484.812940
-63977.520000;488.152242
-64008.000000;491.361143
-64038.480000;493.724741
-64068.960000;495.042079
-64099.440000;496.394572
-64129.920000;497.835331
-64160.400000;499.313468
-64190.880000;503.368761
-64221.360000;508.110847
-64251.840000;513.504088
-64282.320000;519.648077
-64312.800000;525.919828
-64343.280000;532.861718
-64373.760000;539.812937
-64404.240000;546.421222
-64434.720000;552.960764
-64465.200000;559.296718
-64495.680000;565.424563
-64526.160000;571.613502
-64556.640000;578.057543
-64587.120000;584.501592
-64617.600000;590.700757
-64648.080000;596.864287
-64678.560000;602.958354
-64709.040000;608.982885
-64739.520000;615.007420
-64770.000000;621.031959
-64800.480000;627.056502
-64830.960000;632.856319
-64861.440000;638.632884
-64891.920000;644.454289
-64922.400000;650.299504
-64952.880000;656.124989
-64983.360000;661.917063
-65013.840000;667.718378
-65044.320000;673.342667
-65074.800000;678.947643
-65105.280000;684.427809
-65135.760000;689.824993
-65166.240000;695.284196
-65196.720000;700.899881
-65227.200000;706.515561
-65257.680000;711.952129
-65288.160000;717.384661
-65318.640000;722.564376
-65349.120000;727.584970
-65379.600000;732.737425
-65410.080000;738.206719
-65440.560000;743.685190
-65471.040000;748.759168
-65501.520000;753.825647
-65532.000000;758.901289
-65562.480000;763.986087
-65592.960000;768.989430
-65623.440000;773.797662
-65653.920000;778.605869
-65684.400000;783.460685
-65714.880000;788.343292
-65745.360000;792.185722
-65775.840000;795.512817
-65806.320000;798.491141
-65836.800000;800.770331
-65867.280000;803.126932
-65897.760000;809.565938
-65928.240000;815.977493
-65958.720000;823.198424
-65989.200000;830.767280
-66019.680000;838.448779
-66050.160000;846.340217
-66080.640000;854.246074
-66111.120000;862.613135
-66141.600000;870.961954
-66172.080000;879.524777
-66202.560000;888.173833
-66233.040000;896.822879
-66263.520000;905.471914
-66294.000000;914.123709
-66324.480000;922.804301
-66354.960000;931.475795
-66385.440000;940.461901
-66415.920000;949.545552
-66446.400000;958.792715
-66476.880000;968.273993
-66507.360000;977.764830
-66537.840000;987.263915
-66568.320000;996.752813
-66598.800000;1006.248318
-66629.280000;1015.753839
-66659.760000;1025.268411
-66690.240000;1034.792028
-66720.720000;1044.094893
-66751.200000;1051.915219
-66781.680000;1059.744573
-66812.160000;1070.272174
-66842.640000;1081.416058
-66873.120000;1094.005991
-66903.600000;1108.126146
-66934.080000;1122.367947
-66964.560000;1137.312704
-66995.040000;1152.239433
-67025.520000;1167.569536
-67056.000000;1182.971028
-67086.480000;1198.363528
-67116.960000;1213.747043
-67147.440000;1229.138812
-67177.920000;1244.599895
-67208.400000;1260.061000
-67238.880000;1275.895422
-67269.360000;1291.786917
-67299.840000;1307.617187
-67330.320000;1323.389153
-67360.800000;1339.178923
-67391.280000;1355.060080
-67421.760000;1370.941263
-67452.240000;1386.822472
-67482.720000;1402.703706
-67513.200000;1418.831388
-67543.680000;1435.143022
-67574.160000;1451.454682
-67604.640000;1467.766368
-67635.120000;1484.078080
-67665.600000;1500.787987
-67696.080000;1517.530101
-67726.560000;1534.377714
-67757.040000;1551.302373
-67787.520000;1568.372729
-67818.000000;1585.796046
-67848.480000;1603.210465
-67878.960000;1619.639589
-67909.440000;1635.986787
-67939.920000;1650.789781
-67970.400000;1664.694792
-68000.880000;1679.647393
-68031.360000;1696.989729
-68061.840000;1714.341009
-68092.320000;1732.124320
-68122.800000;1749.923825
-68153.280000;1766.440294
-68183.760000;1782.291154
-68214.240000;1795.850985
-68244.720000;1804.890924
-68275.200000;1814.011448
-68305.680000;1828.242499
-68336.160000;1842.446980
-68366.640000;1857.291264
-68397.120000;1872.425493
-68427.600000;1887.439470
-68458.080000;1902.262691
-68488.560000;1917.106649
-68519.040000;1932.226207
-68549.520000;1947.336965
-68580.000000;1962.653990
-68610.480000;1978.054486
-68640.960000;1993.550960
-68671.440000;2009.182810
